0,1,0,0
0,4,1,1
0,8,1,1
0,10,2,2
0,14,2,3
0,18,3,3
0,21,3,4
0,25,4,5
0,28,4,5
0,30,5,6
0,35,5,7
0,36,6,7
0,40,6,8
0,45,7,9
0,45,7,9
0,51,8,10
0,55,8,10
0,56,9,11
0,61,9,12
0,64,10,12
0,65,10,13
0,67,11,14
0,74,12,14
0,76,12,15
0,80,12,16
0,82,13,16
0,88,14,17
0,91,14,17
0,95,14,18
0,98,15,19
0,102,16,20
0,103,16,20
0,108,17,21
0,112,17,21
0,115,18,22
0,118,18,23
0,120,19,23
0,123,19,24
0,128,20,25
0,132,20,25
0,134,21,26
0,136,21,26
0,142,22,27
0,145,22,28
0,146,23,28
0,147,23,29
0,154,24,30
0,156,24,31
0,159,25,31
0,165,25,32
0,166,26,33
0,170,26,33
0,173,27,34
0,176,27,35
0,180,28,35
0,183,28,36
0,188,29,37
0,189,29,37
0,193,29,38
0,195,30,38
0,199,30,39
0,205,31,40
0,208,31,40
0,210,32,41
0,214,32,42
0,216,33,42
0,220,33,43
0,221,33,43
0,228,34,44
0,230,34,45
0,233,34,45
0,234,35,46
0,240,35,46
0,243,36,47
0,244,36,47
0,250,36,47
0,251,37,48
0,254,37,49
0,254,37,49
0,254,38,49
0,254,38,50
0,255,38,50
0,255,39,51
0,255,39,51
0,255,39,52
0,255,40,52
0,255,40,53
0,255,40,53
0,255,41,53
0,255,41,54
0,255,41,54
0,255,42,55
0,255,42,55
0,255,42,55
0,255,43,56
0,255,43,56
0,255,43,57
0,255,44,57
0,255,44,57
0,255,44,58
0,255,45,58
0,255,45,58
0,255,45,59
0,255,46,59
0,255,46,60
0,255,46,60
0,255,46,60
0,255,47,61
0,255,47,61
0,255,47,61
0,255,48,62
0,255,48,62
0,255,48,62
0,255,49,63
0,255,49,63
0,255,49,63
0,255,50,64
0,255,50,64
0,255,50,64
0,255,51,65
0,255,51,65
0,255,51,65
0,255,52,65
0,255,52,66
0,255,52,66
0,255,53,66
0,255,53,67
0,255,53,67
0,255,54,67
0,255,54,68
0,255,54,68
0,255,54,68
0,255,55,68
0,255,55,69
0,255,55,69
0,255,56,69
0,255,56,70
0,255,56,70
0,255,57,70
0,255,57,70
0,255,57,71
0,255,58,71
0,255,58,71
0,255,58,72
0,255,59,72
0,255,59,72
0,255,59,72
0,255,60,73
0,255,60,73
0,255,60,73
0,255,61,74
0,255,61,74
0,255,61,74
0,255,62,74
0,255,62,75
0,255,62,75
0,255,63,75
0,255,63,75
0,255,63,76
0,255,64,76
0,255,64,76
0,255,64,76
0,255,65,77
0,255,65,77
0,255,65,77
0,255,66,77
0,255,66,78
0,255,66,78
0,255,67,78
0,255,67,78
0,255,67,78
0,255,68,79
0,255,68,79
0,255,69,79
0,255,69,79
0,255,69,80
0,255,70,80
0,255,70,80
0,255,71,80
0,255,71,80
0,255,71,81
0,255,72,81
0,255,72,81
0,255,73,81
0,255,73,81
0,255,73,81
0,255,74,82
0,255,74,82
0,255,75,82
0,255,75,82
0,255,76,82
0,255,76,83
0,255,77,83
0,255,77,83
0,255,78,83
0,255,78,83
0,255,79,84
0,255,79,84
0,255,80,84
0,255,80,84
0,255,81,84
0,255,81,85
0,255,82,85
0,255,83,85
0,255,83,85
0,255,84,85
0,255,84,86
0,255,85,86
0,255,85,86
0,255,86,86
0,255,87,86
0,255,87,87
0,255,88,87
0,255,88,87
0,255,89,87
0,255,90,87
0,255,90,88
0,255,91,88
0,255,92,88
0,255,92,88
0,255,93,89
0,255,94,89
0,255,94,89
0,255,95,89
0,255,96,90
0,255,96,90
0,255,97,90
0,255,98,90
0,255,98,91
0,255,99,91
0,255,100,91
0,255,100,91
0,255,101,91
0,255,102,92
0,255,102,92
0,255,103,92
0,255,104,92
0,255,104,93
0,255,105,93
0,255,105,93
0,255,106,93
0,255,107,93
0,255,107,94
0,255,108,94
0,255,108,94
0,255,108,94
0,255,109,94
0,255,109,94
0,255,109,94
0,255,109,94
0,255,110,94
0,255,110,95
0,255,110,95
0,255,110,95
0,255,110,95
0,255,110,95
